Id,SalePrice
1461,122570.283078
1462,153019.80996
1463,180311.177436
1464,195466.152111
1465,203367.669156
1466,170829.090128
1467,180654.093051
1468,160652.689144
1469,198973.83892
1470,117259.530203
1471,190414.143327
1472,100030.054691
1473,98177.8692487
1474,146501.284826
1475,112044.741139
1476,363462.749394
1477,249163.602235
1478,301793.929338
1479,299500.410238
1480,462788.35705
1481,321882.913164
1482,213483.24787
1483,180438.622137
1484,161299.170317
1485,194744.964302
1486,195565.224863
1487,336078.51263
1488,237207.164444
1489,193138.157675
1490,228915.832818
1491,194812.260357
1492,95848.1284905
1493,192278.224893
1494,296381.924905
1495,293609.256889
1496,229826.490507
1497,183239.031668
1498,166376.539207
1499,163659.170728
1500,156720.074283
1501,172596.505084
1502,148167.391994
1503,280553.355427
1504,240036.893422
1505,221933.200949
1506,192064.618163
1507,242941.109068
1508,204225.098782
1509,162330.895461
1510,142319.421736
1511,149039.231173
1512,173553.685367
1513,154768.162715
1514,151677.881533
1515,197675.738775
1516,155134.022432
1517,176328.445675
1518,134199.816634
1519,210236.251538
1520,127115.627524
1521,130782.461641
1522,178699.217995
1523,113317.792882
1524,127693.8956
1525,118119.160802
1526,116380.317032
1527,112098.773707
1528,140246.137601
1529,147795.574025
1530,179750.396377
1531,109297.079738
1532,96800.4265012
1533,144950.565916
1534,128300.16275
1535,147866.486457
1536,108928.126109
1537,66874.6127131
1538,151849.851333
1539,203110.1735
1540,93273.8758683
1541,142255.117731
1542,141125.466466
1543,178219.816414
1544,88105.4825733
1545,116617.268588
1546,138205.219134
1547,124282.39521
1548,136462.196544
1549,119034.591283
1550,132915.285495
1551,106710.409462
1552,128969.164312
1553,146285.335515
1554,118780.962048
1555,163313.309776
1556,88496.7214375
1557,112168.626155
1558,104123.570507
1559,66736.3947345
1560,129631.139297
1561,128389.511259
1562,131930.156341
1563,118430.853925
1564,159858.422743
1565,153054.484274
1566,239981.347975
1567,81742.3964972
1568,225725.272774
1569,127775.366707
1570,143484.776924
1571,131214.651782
1572,141170.637461
1573,233741.818501
1574,121945.052388
1575,220492.579428
1576,237692.436551
1577,178989.883323
1578,149679.201383
1579,144627.6047
1580,196973.218727
1581,155921.198491
1582,124114.066631
1583,279335.193653
1584,215980.71738
1585,136258.37617
1586,66838.1220501
1587,106077.668215
1588,147267.347536
1589,100749.478338
1590,137297.858874
1591,93521.9549979
1592,117072.530081
1593,123965.948795
1594,121935.983012
1595,113950.722621
1596,221358.922354
1597,192418.305007
1598,234510.904391
1599,171769.801968
1600,162768.252103
1601,64715.7472691
1602,119998.217737
1603,67286.7709996
1604,253601.180036
1605,245348.156243
1606,169252.822343
1607,173689.898488
1608,215555.364752
1609,183060.249242
1610,152625.19344
1611,146099.799218
1612,175981.877922
1613,166733.750733
1614,123211.515386
1615,95332.9164971
1616,82630.2939558
1617,95407.5060234
1618,125222.060075
1619,136317.955873
1620,152599.463398
1621,142904.690129
1622,141217.143572
1623,254040.769949
1624,213032.568726
1625,119325.690435
1626,173413.468871
1627,189120.859532
1628,278999.518147
1629,187252.937481
1630,342395.911124
1631,232071.613448
1632,251417.417836
1633,176236.363447
1634,186033.489212
1635,174564.049191
1636,154520.869735
1637,198886.405998
1638,186522.224896
1639,193053.67238
1640,250849.921535
1641,189522.851107
1642,244952.745865
1643,215288.230242
1644,233596.133005
1645,192870.251002
1646,159442.307837
1647,163983.994347
1648,128357.073589
1649,139373.258489
1650,112572.024239
1651,122231.796551
1652,101578.835876
1653,104292.595888
1654,143912.921762
1655,132879.070461
1656,141598.005111
1657,146038.275812
1658,145469.081859
1659,116478.895944
1660,161064.900449
1661,419906.365271
1662,401613.360131
1663,373181.069227
1664,521511.708632
1665,311949.099604
1666,333895.284263
1667,372012.656557
1668,345617.083385
1669,310869.523034
1670,351712.749742
1671,252863.731985
1672,407257.675048
1673,279064.32903
1674,239394.724595
1675,195379.861643
1676,195498.155803
1677,218388.389465
1678,439508.635156
1679,373553.199286
1680,337401.061254
1681,256443.945429
1682,311197.130255
1683,185213.656681
1684,177878.458353
1685,174269.823382
1686,168968.881889
1687,177490.646293
1688,190572.833238
1689,193993.725927
1690,196466.691275
1691,186665.477444
1692,266753.967113
1693,174793.450505
1694,181891.722754
1695,168797.218781
1696,263965.686691
1697,174297.958332
1698,340082.062524
1699,307158.77043
1700,252171.583827
1701,278533.835619
1702,239916.67913
1703,233378.089023
1704,266544.513051
1705,235171.556739
1706,238539.784722
1707,214710.654594
1708,197943.759156
1709,261138.307662
1710,218035.045239
1711,273928.139768
1712,246832.727323
1713,269705.885054
1714,222951.614362
1715,209992.565175
1716,179888.619009
1717,176449.030805
1718,138606.528688
1719,209339.953949
1720,243482.588282
1721,159850.497558
1722,125014.490221
1723,152313.733427
1724,205810.793522
1725,233993.93951
1726,189485.293467
1727,157445.021232
1728,175050.044876
1729,167499.59924
1730,158997.755835
1731,122622.271495
1732,124701.956059
1733,111452.630463
1734,120297.100557
1735,124620.987428
1736,108903.265972
1737,292423.082585
1738,254426.681614
1739,236529.022243
1740,203964.793688
1741,183867.68847
1742,172458.866383
1743,180567.996673
1744,312493.042344
1745,215125.315835
1746,204133.483234
1747,221582.633253
1748,216608.172253
1749,148909.17589
1750,132931.964911
1751,256252.234877
1752,115263.742078
1753,149698.161752
1754,193307.125109
1755,167873.184279
1756,120367.504881
1757,118643.176512
1758,147537.146312
1759,165920.287366
1760,161473.884726
1761,149133.121326
1762,173787.635365
1763,193571.415809
1764,115476.400338
1765,158555.499748
1766,184210.357752
1767,217230.832338
1768,138086.471656
1769,172927.411472
1770,149758.474534
1771,124755.377996
1772,135195.194797
1773,124842.053833
1774,143981.471436
1775,139359.374593
1776,130242.422561
1777,107008.928129
1778,137922.645751
1779,116649.286643
1780,173667.791309
1781,127323.942298
1782,86151.402136
1783,145431.400509
1784,108404.721474
1785,127500.508032
1786,140629.430973
1787,169363.093577
1788,62269.1567871
1789,103041.168189
1790,78423.8216591
1791,175426.955907
1792,160098.971209
1793,130786.69237
1794,155800.078024
1795,135067.144921
1796,134972.286995
1797,119080.166908
1798,120889.830352
1799,105276.394197
1800,135234.524025
1801,124699.791352
1802,145911.792561
1803,152788.910502
1804,138887.512866
1805,136408.754449
1806,127164.027065
1807,135743.285749
1808,129870.181428
1809,124916.935158
1810,135564.49193
1811,97490.7199787
1812,102162.895355
1813,123637.20371
1814,91642.5379275
1815,55977.5530327
1816,99522.8904966
1817,111356.335305
1818,145258.122161
1819,131358.767247
1820,52809.6079759
1821,121416.877253
1822,151628.946752
1823,44766.8253683
1824,131388.63518
1825,139892.099317
1826,106517.978512
1827,101003.860412
1828,132779.624191
1829,133807.639436
1830,140133.195385
1831,153100.274111
1832,66237.9577009
1833,145160.337376
1834,121913.091235
1835,119499.22351
1836,126847.62051
1837,84995.212257
1838,128177.75453
1839,99443.6421822
1840,147049.964685
1841,132672.051136
1842,96327.3244681
1843,128795.995657
1844,147066.680058
1845,149368.561968
1846,155099.475712
1847,172819.214308
1848,53920.0363995
1849,113854.494542
1850,118291.330216
1851,152383.6253
1852,126082.758547
1853,122748.71526
1854,168153.056276
1855,160145.283548
1856,221216.494102
1857,146267.10697
1858,143304.429891
1859,125008.963366
1860,145746.111829
1861,124165.551896
1862,305572.415008
1863,288017.645091
1864,288117.468664
1865,356602.239848
1866,336173.11352
1867,225495.792335
1868,279494.702616
1869,201347.756315
1870,222686.438292
1871,259261.140019
1872,174596.763179
1873,227656.919811
1874,154229.542463
1875,202464.126464
1876,199133.117026
1877,209172.758738
1878,204327.511252
1879,127717.412629
1880,131323.733794
1881,248321.522688
1882,241007.074516
1883,189122.028235
1884,204486.248039
1885,240479.398295
1886,284114.974021
1887,211276.946598
1888,259233.102461
1889,169982.978849
1890,113389.312548
1891,135654.490914
1892,97149.4539832
1893,125978.844884
1894,123062.189706
1895,137257.691523
1896,128975.513781
1897,111975.004506
1898,113863.034508
1899,166621.586845
1900,154736.06602
1901,166067.201347
1902,156434.204478
1903,210473.953643
1904,150221.777293
1905,199291.092743
1906,132052.040683
1907,218036.443007
1908,111057.537925
1909,131301.009272
1910,119747.512249
1911,229930.918681
1912,344370.766763
1913,144806.777696
1914,53823.8197328
1915,300416.666558
1916,66949.1710584
1917,243177.684036
1918,141615.024755
1919,179393.823206
1920,166907.908542
1921,362461.911566
1922,325835.606356
1923,240525.061677
1924,214937.829379
1925,197356.47398
1926,367764.58575
1927,133079.063501
1928,162892.357445
1929,120156.853461
1930,141648.672612
1931,141719.496244
1932,143236.818153
1933,183848.575272
1934,182503.346098
1935,167902.744684
1936,193878.64815
1937,186115.524942
1938,174491.762903
1939,245387.359759
1940,196253.119939
1941,169737.618136
1942,186298.891426
1943,221015.515341
1944,363863.138154
1945,395032.697872
1946,142394.926354
1947,193592.167996
1948,168715.50968
1949,247290.800596
1950,191177.681084
1951,244570.174581
1952,207935.715352
1953,165304.949102
1954,188893.249358
1955,138110.294386
1956,305624.19563
1957,156455.64371
1958,283365.590347
1959,141545.585318
1960,115999.475991
1961,119365.667835
1962,100415.674193
1963,106538.189977
1964,107679.044859
1965,142071.976096
1966,138029.64896
1967,293691.102964
1968,390001.572249
1969,380090.065813
1970,405590.711779
1971,477621.447309
1972,377009.935378
1973,266440.47471
1974,333466.352561
1975,515572.009797
1976,264413.005853
1977,343750.808535
1978,344177.211923
1979,336944.046351
1980,205660.714678
1981,353896.550116
1982,218687.579069
1983,206373.53187
1984,174025.396693
1985,223052.323223
1986,206855.514646
1987,185606.532165
1988,173182.885258
1989,192511.677117
1990,205069.020016
1991,229617.487861
1992,214325.459015
1993,170070.845928
1994,229045.128115
1995,184279.810913
1996,247894.769801
1997,324842.562133
1998,308370.951974
1999,280566.43371
2000,310456.76981
2001,271034.072248
2002,240526.649722
2003,251922.57136
2004,276444.340731
2005,227404.677309
2006,220956.331348
2007,245484.792722
2008,205897.185991
2009,197158.249656
2010,194246.187924
2011,144886.449396
2012,171460.941991
2013,177717.904156
2014,185010.350464
2015,206817.974686
2016,192151.775719
2017,192041.243432
2018,115590.686987
2019,132803.433866
2020,103777.567981
2021,101231.142098
2022,181667.3597
2023,148671.263693
2024,272781.789975
2025,346278.828133
2026,173085.818098
2027,157959.467784
2028,158182.408836
2029,164129.846533
2030,263442.421992
2031,232028.792041
2032,257361.070076
2033,252236.011229
2034,172699.761036
2035,220740.543393
2036,201786.70739
2037,207589.319237
2038,343120.018998
2039,227700.792471
2040,279864.918616
2041,293239.77497
2042,205645.092866
2043,174575.580616
2044,177680.239279
2045,210531.660369
2046,148443.405012
2047,145343.589457
2048,142424.322072
2049,147391.467442
2050,179281.308334
2051,102269.79746
2052,123592.272308
2053,147307.748144
2054,94232.3677625
2055,153983.479236
2056,155100.752775
2057,111755.722079
2058,211216.206906
2059,131791.677506
2060,170128.685612
2061,179115.634854
2062,128217.072424
2063,118579.919607
2064,135587.777634
2065,120190.25717
2066,175042.886599
2067,105630.16534
2068,147914.668388
2069,89088.5164309
2070,118318.653302
2071,93539.8281387
2072,154429.61997
2073,131652.446998
2074,181173.659537
2075,152788.528602
2076,115917.785136
2077,149810.194367
2078,125065.739924
2079,136018.916493
2080,117483.278552
2081,129612.783726
2082,120155.955586
2083,149668.313823
2084,105399.210797
2085,115413.000931
2086,123329.234643
2087,127531.543187
2088,101507.182668
2089,78006.9585924
2090,122212.713781
2091,108942.786731
2092,123562.493256
2093,118370.95559
2094,112966.444342
2095,145014.738565
2096,87911.1533683
2097,100917.650721
2098,152887.877308
2099,51827.9145332
2100,76498.2267533
2101,111738.217619
2102,130509.509644
2103,105070.736788
2104,140587.873675
2105,129415.328557
2106,69549.9212155
2107,182836.44336
2108,118450.06993
2109,111621.597213
2110,131255.000184
2111,138958.170943
2112,139309.967199
2113,122626.054551
2114,126541.281487
2115,158302.718978
2116,111674.037656
2117,152197.109015
2118,123186.337792
2119,112257.650425
2120,115747.476156
2121,100633.665457
2122,111587.64987
2123,82647.8730911
2124,158156.817722
2125,128908.682753
2126,152714.114171
2127,166239.820569
2128,126600.802914
2129,94436.9841567
2130,133196.432903
2131,143900.722352
2132,112840.136716
2133,121478.380391
2134,124590.109147
2135,99725.4900439
2136,81507.6296522
2137,107008.426929
2138,133389.756075
2139,155674.321464
2140,138835.792802
2141,165048.599813
2142,124812.963539
2143,146800.766257
2144,127697.248334
2145,138497.544841
2146,175630.564068
2147,149647.987323
2148,134023.517123
2149,149253.235691
2150,230631.0369
2151,119063.614795
2152,176425.579933
2153,155750.798986
2154,105203.725359
2155,140044.766116
2156,248871.228921
2157,220491.477082
2158,236196.570959
2159,216011.21383
2160,185733.254415
2161,234439.806803
2162,377726.896812
2163,342181.749916
2164,252497.12076
2165,206450.504176
2166,158701.682848
2167,214609.407917
2168,193651.860875
2169,195980.258689
2170,220880.430438
2171,159541.492135
2172,133803.648408
2173,172128.528487
2174,221677.203806
2175,283562.805682
2176,303435.424999
2177,231631.621376
2178,214733.953434
2179,136316.378968
2180,208629.553543
2181,194348.364601
2182,225823.044748
2183,192529.068803
2184,118551.05561
2185,135092.554388
2186,141679.37338
2187,155363.594227
2188,155657.269704
2189,278888.835987
2190,81564.3914386
2191,81748.3066488
2192,87129.9685354
2193,114078.659225
2194,100848.369454
2195,102856.428883
2196,108942.661593
2197,116119.533984
2198,155749.785928
2199,168172.832562
2200,152810.017265
2201,150584.238495
2202,214914.429383
2203,142099.074488
2204,176078.40692
2205,125350.211324
2206,137795.512906
2207,227135.898103
2208,270424.808217
2209,236021.704795
2210,120156.937457
2211,120548.349692
2212,122697.035274
2213,106104.933983
2214,138710.98809
2215,103649.125236
2216,148882.580309
2217,66695.8036577
2218,71996.9722514
2219,65434.412813
2220,59524.0244143
2221,301546.918841
2222,272773.922387
2223,282088.093078
2224,210464.271109
2225,121665.63912
2226,177701.691119
2227,192076.352579
2228,267044.577774
2229,251174.611886
2230,151829.456308
2231,210186.5208
2232,175112.691219
2233,182028.9545
2234,239236.642645
2235,217254.569717
2236,248608.302567
2237,297768.81884
2238,199900.175833
2239,117332.380617
2240,157174.756028
2241,148062.2056
2242,123313.654761
2243,135783.614567
2244,104357.589448
2245,99969.2872965
2246,144913.461883
2247,118216.723109
2248,118787.612021
2249,116641.84933
2250,128368.115072
2251,116873.221376
2252,180472.928805
2253,154885.338817
2254,184226.566266
2255,183060.824905
2256,177382.084217
2257,203862.778111
2258,158778.84463
2259,171867.876932
2260,156378.723151
2261,199204.140218
2262,216948.992118
2263,371135.454291
2264,477470.990434
2265,181583.727393
2266,318476.314812
2267,355136.457562
2268,483517.446374
2269,154798.616919
2270,197325.061974
2271,211871.080695
2272,198030.551344
2273,161298.170736
2274,179651.885831
2275,157475.595904
2276,186666.721166
2277,181610.65606
2278,151647.296816
2279,128804.019416
2280,119280.963589
