Id,SalePrice
1461,136502.730006
1462,152985.854202
1463,181258.907407
1464,195108.765956
1465,197785.256408
1466,181310.90123
1467,172417.419063
1468,175807.654661
1469,193199.710152
1470,128076.898517
1471,207283.212735
1472,99111.3965118
1473,113968.770098
1474,150867.734128
1475,134225.430946
1476,341936.690001
1477,243241.221786
1478,304944.244019
1479,290437.636246
1480,406607.180589
1481,311591.971227
1482,209302.342854
1483,179824.989705
1484,175117.834867
1485,186554.433533
1486,197127.60465
1487,301311.689943
1488,244085.171078
1489,208371.781742
1490,206697.328875
1491,188762.870231
1492,113708.407726
1493,176929.146384
1494,283267.985126
1495,284048.161113
1496,236666.284003
1497,185356.986747
1498,164255.631503
1499,161601.89715
1500,164032.20872
1501,177841.876106
1502,173918.865033
1503,302319.989417
1504,235236.984639
1505,222229.310655
1506,188835.664606
1507,229674.345326
1508,182275.420448
1509,159237.329342
1510,151802.333744
1511,153929.00267
1512,179784.450336
1513,153504.48061
1514,151714.059407
1515,169572.77201
1516,157450.598729
1517,163892.269388
1518,133917.122332
1519,208347.497617
1520,139016.881099
1521,141216.83167
1522,170147.433113
1523,117885.474581
1524,119175.484147
1525,121490.296038
1526,123361.892543
1527,124957.762101
1528,132449.41808
1529,143483.002022
1530,172402.065854
1531,124911.029292
1532,92175.8579842
1533,144556.703764
1534,128465.069568
1535,152268.653805
1536,125954.581287
1537,100388.49215
1538,153471.329692
1539,189340.992416
1540,89715.6372239
1541,146937.774962
1542,146003.559676
1543,184470.770635
1544,88378.8171439
1545,116880.786242
1546,131465.804198
1547,125674.71652
1548,130044.754445
1549,128349.181239
1550,143045.50983
1551,116029.873464
1552,140643.064326
1553,135401.976739
1554,126431.417307
1555,149793.287751
1556,102434.337696
1557,105801.789975
1558,112869.866708
1559,78934.6500641
1560,141546.310882
1561,119823.599547
1562,147747.75617
1563,116795.960263
1564,168606.513664
1565,161488.831993
1566,213723.159658
1567,110022.606544
1568,229985.082867
1569,139713.196174
1570,147154.424201
1571,135958.637505
1572,149161.195929
1573,233267.093065
1574,121173.640213
1575,203445.999448
1576,206233.005271
1577,195441.775379
1578,152216.770132
1579,156766.534758
1580,192708.865599
1581,148936.871501
1582,132782.022697
1583,317704.619572
1584,229304.395129
1585,143898.405472
1586,95943.9720392
1587,107652.455438
1588,145866.535968
1589,114860.484117
1590,138755.05748
1591,100581.555194
1592,135478.795839
1593,127257.33168
1594,122812.903553
1595,98691.3410722
1596,195857.979066
1597,175616.298902
1598,197088.004716
1599,187026.285097
1600,183656.414234
1601,86436.1163368
1602,127357.11511
1603,109705.401545
1604,237869.16967
1605,244584.699154
1606,167571.467778
1607,161679.361484
1608,207940.2712
1609,193414.04066
1610,160284.835277
1611,158025.11106
1612,164537.958461
1613,180156.152689
1614,124832.712102
1615,93650.5479855
1616,91978.5109201
1617,91250.574996
1618,135378.244629
1619,141371.916574
1620,168064.496941
1621,160895.192358
1622,137168.00749
1623,245933.116891
1624,226223.97567
1625,117456.353483
1626,167200.996182
1627,195932.240876
1628,275525.807147
1629,187423.106661
1630,303658.788845
1631,223913.731082
1632,235555.779809
1633,181662.46768
1634,187912.559471
1635,175247.413866
1636,165213.182513
1637,185851.582585
1638,190308.590219
1639,187837.21861
1640,231070.286451
1641,184752.133001
1642,218764.760496
1643,214724.512408
1644,226649.439117
1645,181186.510018
1646,153702.463638
1647,166409.035739
1648,143021.593902
1649,140571.202621
1650,125578.408638
1651,136879.613398
1652,96189.2388564
1653,99934.585797
1654,149470.631071
1655,147621.140191
1656,144179.726098
1657,151115.182931
1658,148821.774264
1659,132999.707256
1660,157816.003472
1661,383298.881355
1662,358040.841594
1663,354916.529355
1664,421853.611957
1665,314820.695943
1666,296740.200811
1667,343348.526407
1668,315519.04377
1669,304141.407316
1670,364350.681331
1671,251635.762073
1672,382913.096869
1673,302672.049023
1674,248203.442599
1675,193593.195157
1676,193417.781902
1677,224150.926833
1678,381466.805563
1679,348806.132978
1680,286528.441559
1681,232671.456628
1682,304535.09707
1683,189219.307454
1684,173527.910921
1685,172010.797758
1686,172415.058754
1687,177633.408284
1688,195860.29962
1689,193610.832835
1690,193210.731055
1691,188465.741416
1692,259826.794251
1693,175912.551561
1694,190711.800098
1695,175025.806525
1696,272132.575967
1697,177803.275041
1698,378944.138851
1699,328674.998827
1700,234135.6231
1701,271111.84128
1702,241993.928117
1703,250144.149928
1704,294028.645098
1705,230979.665291
1706,303697.927313
1707,215378.353897
1708,196975.295911
1709,248051.603204
1710,234041.674715
1711,275949.175632
1712,231076.279966
1713,282607.065114
1714,223841.166595
1715,211411.994294
1716,177256.258568
1717,176537.274357
1718,118532.149776
1719,197211.92926
1720,250524.492972
1721,171802.209143
1722,113763.043574
1723,161248.583052
1724,213670.312567
1725,221988.22065
1726,194243.20686
1727,179096.761517
1728,185708.277001
1729,175017.261531
1730,167251.391323
1731,127890.010955
1732,139264.464293
1733,121745.008721
1734,122180.011725
1735,132258.597977
1736,122664.491415
1737,265722.986926
1738,222906.041747
1739,263899.468839
1740,198810.524426
1741,183843.611825
1742,177451.795761
1743,181455.442934
1744,260625.113584
1745,221706.870035
1746,189888.976319
1747,197116.210264
1748,205407.436661
1749,160348.872422
1750,137681.480972
1751,231967.30454
1752,129630.046575
1753,145655.470798
1754,190567.675674
1755,164029.434487
1756,123475.950419
1757,122439.596537
1758,149615.76008
1759,156667.131703
1760,165162.965991
1761,159168.896489
1762,181180.653042
1763,163494.235146
